Id,Title,Price,User_id,profileName,review/score,review/text,review/time
174,Building Microservices,24.42,416,User 361,3,comprehensive challenging dense great clear dense clear dense challenging great challenging great clear practical great comprehensive comprehensive clear insightful,1588629600
175,Designing Data-Intensive Applications,71.64,201,User 405,1,practical clear great insightful great great practical comprehensive insightful great great clear,1604185200
176,Building Microservices,33.72,435,User 10,1,practical challenging dense insightful challenging challenging clear insightful insightful practical clear comprehensive clear challenging practical dense practical insightful practical great challenging comprehensive practical insightful challenging great comprehensive challenging,1591999200
177,Building Microservices,62.47,258,User 164,1,clear challenging clear great challenging great insightful insightful dense practical challenging comprehensive dense great challenging insightful great comprehensive,1606086000
178,Introduction to Algorithms,39.11,283,User 6,4,comprehensive clear insightful great great practical dense insightful clear insightful dense dense comprehensive comprehensive practical practical,1596751200
179,Data Pipelines Pocket Reference,45.16,142,User 237,2,comprehensive dense dense comprehensive dense insightful practical clear insightful challenging comprehensive challenging insightful practical great challenging challenging challenging practical insightful dense clear practical comprehensive comprehensive great great,1595887200
180,Introduction to Algorithms,55.52,37,User 245,5,challenging comprehensive clear practical insightful great challenging great challenging,1596319200
181,Python Data Science Handbook,35.09,174,User 489,1,challenging dense comprehensive clear practical practical practical insightful insightful comprehensive clear insightful great clear dense challenging practical dense clear great dense clear,1597010400
182,Python Data Science Handbook,29.78,412,User 224,4,practical challenging challenging practical insightful insightful great dense insightful comprehensive great challenging dense dense dense insightful,1587333600
183,Clean Code,48.94,16,User 356,5,comprehensive insightful dense practical clear great challenging challenging insightful practical challenging dense practical insightful practical comprehensive dense insightful comprehensive clear,1599516000
184,Deep Learning with Python,71.81,475,User 363,4,clear practical great insightful clear great challenging insightful great insightful great dense practical great challenging insightful great challenging clear,1605481200
185,Designing Data-Intensive Applications,56.44,329,User 64,2,comprehensive comprehensive practical great practical comprehensive comprehensive dense clear comprehensive great practical clear comprehensive challenging challenging great great,1586037600
186,Building Microservices,32.64,97,User 337,1,dense great great clear insightful dense insightful practical comprehensive great clear challenging practical challenging comprehensive challenging challenging challenging insightful clear great dense great insightful dense dense,1579820400
187,Hands-On Machine Learning,27.06,11,User 416,1,insightful insightful dense challenging comprehensive great clear great dense great great comprehensive great clear practical practical practical insightful practical great comprehensive insightful practical dense comprehensive,1601244000
